Year,Quarter,Month,Day,item_name,Sum of item_price,Sum of order_id,item_type,received_by,time_of_sale,Sum of transaction_amount,transaction_type,Sum of quantity
2023,Qtr 1,February,14,Sandwich,60,764,Fastfood,Mrs.,Night,420,Cash,7
2023,Qtr 1,February,14,Vadapav,20,486,Fastfood,Mrs.,Midnight,120,Cash,6
2023,Qtr 1,February,15,Cold coffee,40,379,Beverages,Mr.,Afternoon,560,Cash,14
2023,Qtr 1,February,15,Frankie,50,913,Fastfood,Mr.,Evening,750,Online,15
2023,Qtr 1,February,15,Panipuri,20,662,Fastfood,Mrs.,Afternoon,60,Online,3
2023,Qtr 1,February,16,Cold coffee,40,723,Beverages,Mr.,Evening,400,Online,10
2023,Qtr 1,February,16,Sugarcane juice,25,593,Beverages,Mrs.,Evening,225,Cash,9
2023,Qtr 1,February,16,Sugarcane juice,25,339,Beverages,Mrs.,Midnight,25,Cash,1
2023,Qtr 1,February,17,Aalopuri,20,332,Fastfood,Mrs.,Afternoon,40,Cash,2
2023,Qtr 1,February,17,Cold coffee,40,853,Beverages,Mrs.,Midnight,120,Online,3
2023,Qtr 1,February,17,Sandwich,60,935,Fastfood,Mr.,Midnight,720,Cash,12
2023,Qtr 1,February,18,Cold coffee,40,840,Beverages,Mrs.,Midnight,600,Cash,15
2023,Qtr 1,February,19,Vadapav,20,939,Fastfood,Mr.,Midnight,300,Online,15
2023,Qtr 1,February,20,Cold coffee,40,315,Beverages,Mrs.,Afternoon,520,Online,13
2023,Qtr 1,February,20,Cold coffee,40,207,Beverages,Mrs.,Evening,320,Online,8
2023,Qtr 1,February,21,Cold coffee,40,909,Beverages,Mrs.,Morning,480,Online,12
2023,Qtr 1,February,21,Sandwich,60,946,Fastfood,Mr.,Midnight,480,Cash,8
2023,Qtr 1,February,22,Aalopuri,20,770,Fastfood,Mrs.,Morning,160,Cash,8
2023,Qtr 1,February,22,Cold coffee,40,709,Beverages,Mr.,Morning,240,Cash,6
2023,Qtr 1,February,22,Frankie,50,595,Fastfood,Mr.,Afternoon,450,Online,9
2023,Qtr 1,February,23,Cold coffee,40,167,Beverages,Mrs.,Morning,240,Cash,6
2023,Qtr 1,February,23,Sandwich,60,48,Fastfood,Mr.,Afternoon,840,Online,14
2023,Qtr 1,February,23,Sugarcane juice,25,696,Beverages,Mrs.,Evening,75,Online,3
2023,Qtr 1,February,24,Aalopuri,20,820,Fastfood,Mr.,Midnight,60,Cash,3
2023,Qtr 1,February,24,Cold coffee,40,475,Beverages,Mrs.,Night,240,Cash,6
2023,Qtr 1,February,24,Frankie,50,157,Fastfood,Mrs.,Midnight,350,Online,7
2023,Qtr 1,February,24,Sandwich,60,112,Fastfood,Mr.,Morning,420,Cash,7
2023,Qtr 1,February,25,Frankie,50,106,Fastfood,Mrs.,Evening,450,Cash,9
2023,Qtr 1,February,25,Vadapav,20,792,Fastfood,Mrs.,Morning,40,Cash,2
2023,Qtr 1,February,26,Aalopuri,20,485,Fastfood,Mrs.,Midnight,120,Cash,6
2023,Qtr 1,February,26,Frankie,50,767,Fastfood,Mrs.,Afternoon,400,Cash,8
2023,Qtr 1,February,26,Frankie,50,139,Fastfood,Mrs.,Night,550,Online,11
2023,Qtr 1,February,26,Vadapav,20,381,Fastfood,Mr.,Morning,20,Online,1
2023,Qtr 1,February,27,Frankie,50,926,Fastfood,Mrs.,Afternoon,750,Cash,15
2023,Qtr 1,February,27,Frankie,50,314,Fastfood,Mrs.,Morning,400,Online,8
2023,Qtr 1,February,27,Vadapav,20,556,Fastfood,Mrs.,Night,180,Cash,9
2023,Qtr 1,February,28,Aalopuri,20,608,Fastfood,Mr.,Midnight,20,Online,1
2023,Qtr 1,February,28,Frankie,50,818,Fastfood,Mr.,Night,300,Cash,6
2023,Qtr 1,March,1,Cold coffee,40,455,Beverages,Mr.,Midnight,440,Cash,11
2023,Qtr 1,March,1,Sandwich,60,914,Fastfood,Mr.,Night,840,Cash,14
2023,Qtr 1,March,1,Sandwich,60,738,Fastfood,Mrs.,Morning,240,Online,4
2023,Qtr 1,March,1,Sugarcane juice,25,536,Beverages,Mrs.,Evening,175,Cash,7
2023,Qtr 1,March,1,Vadapav,20,884,Fastfood,Mr.,Night,240,Online,12
2023,Qtr 1,March,2,Aalopuri,20,811,Fastfood,Mr.,Afternoon,260,Cash,13
2023,Qtr 1,March,2,Aalopuri,20,325,Fastfood,Mrs.,Afternoon,240,Cash,12
2023,Qtr 1,March,2,Frankie,50,898,Fastfood,Mr.,Afternoon,400,Cash,8
2023,Qtr 1,March,2,Vadapav,20,171,Fastfood,Mrs.,Midnight,220,Cash,11
2023,Qtr 1,March,3,Cold coffee,40,306,Beverages,Mrs.,Morning,320,Online,8
2023,Qtr 1,March,3,Panipuri,20,84,Fastfood,Mr.,Midnight,260,Cash,13
2023,Qtr 1,March,3,Sugarcane juice,25,179,Beverages,Mrs.,Midnight,125,Cash,5
2023,Qtr 1,March,3,Sugarcane juice,25,890,Beverages,Mrs.,Morning,125,Cash,5
2023,Qtr 1,March,4,Cold coffee,40,400,Beverages,Mrs.,Morning,600,Cash,15
2023,Qtr 1,March,4,Vadapav,20,654,Fastfood,Mrs.,Morning,180,Cash,9
2023,Qtr 1,March,5,Panipuri,20,305,Fastfood,Mrs.,Morning,80,Cash,4
2023,Qtr 1,March,5,Vadapav,20,267,Fastfood,Mr.,Morning,20,Cash,1
2023,Qtr 1,March,5,Vadapav,20,262,Fastfood,Mrs.,Evening,100,Cash,5
2023,Qtr 1,March,5,Vadapav,20,585,Fastfood,Mrs.,Morning,220,Cash,11
2023,Qtr 1,March,6,Sandwich,60,908,Fastfood,Mrs.,Night,420,Cash,7
2023,Qtr 1,March,7,Panipuri,20,216,Fastfood,Mrs.,Afternoon,180,Cash,9
2023,Qtr 1,March,7,Sandwich,60,454,Fastfood,Mrs.,Evening,60,Online,1
2023,Qtr 1,March,8,Panipuri,20,38,Fastfood,Mrs.,Night,240,Online,12
2023,Qtr 1,March,8,Sandwich,60,624,Fastfood,Mrs.,Morning,540,Cash,9
2023,Qtr 1,March,9,Aalopuri,20,86,Fastfood,Mr.,Morning,300,Cash,15
2023,Qtr 1,March,9,Frankie,50,72,Fastfood,Mr.,Afternoon,650,Online,13
2023,Qtr 1,March,9,Frankie,50,731,Fastfood,Mrs.,Afternoon,500,Cash,10
2023,Qtr 1,March,9,Frankie,50,117,Fastfood,Mrs.,Evening,350,Online,7
2023,Qtr 1,March,9,Panipuri,20,554,Fastfood,Mrs.,Afternoon,80,Cash,4
2023,Qtr 1,March,9,Sugarcane juice,25,412,Beverages,Mr.,Afternoon,350,Cash,14
2023,Qtr 1,March,10,Aalopuri,20,317,Fastfood,Mrs.,Afternoon,240,Online,12
2023,Qtr 1,March,10,Frankie,50,862,Fastfood,Mr.,Night,350,Online,7
2023,Qtr 1,March,11,Aalopuri,20,972,Fastfood,Mrs.,Afternoon,20,Cash,1
2023,Qtr 1,March,11,Vadapav,20,342,Fastfood,Mr.,Afternoon,140,Online,7
2023,Qtr 1,March,12,Aalopuri,20,904,Fastfood,Mrs.,Midnight,80,Cash,4
2023,Qtr 1,March,13,Cold coffee,40,102,Beverages,Mr.,Morning,560,Cash,14
2023,Qtr 1,March,13,Sandwich,60,786,Fastfood,Mrs.,Night,840,Online,14
2023,Qtr 1,March,14,Cold coffee,40,103,Beverages,Mrs.,Midnight,320,Online,8
2023,Qtr 1,March,14,Frankie,50,961,Fastfood,Mr.,Night,650,Cash,13
2023,Qtr 1,March,15,Cold coffee,40,355,Beverages,Mr.,Midnight,160,Online,4
2023,Qtr 1,March,15,Frankie,50,186,Fastfood,Mr.,Afternoon,100,Online,2
2023,Qtr 1,March,15,Sandwich,60,710,Fastfood,Mr.,Night,900,Cash,15
2023,Qtr 1,March,15,Sandwich,60,708,Fastfood,Mrs.,Midnight,300,Cash,5
2023,Qtr 1,March,15,Sugarcane juice,25,451,Beverages,Mrs.,Midnight,250,Cash,10
2023,Qtr 1,March,15,Vadapav,20,774,Fastfood,Mrs.,Night,20,Online,1
2023,Qtr 1,March,16,Aalopuri,20,256,Fastfood,Mrs.,Midnight,60,Online,3
2023,Qtr 1,March,16,Frankie,50,225,Fastfood,Mrs.,Evening,550,Cash,11
2023,Qtr 1,March,16,Panipuri,20,431,Fastfood,Mr.,Evening,120,Online,6
2023,Qtr 1,March,16,Sugarcane juice,25,52,Beverages,Mrs.,Midnight,300,Cash,12
2023,Qtr 1,March,17,Cold coffee,40,983,Beverages,Mrs.,Night,400,Cash,10
2023,Qtr 1,March,17,Sugarcane juice,25,387,Beverages,Mrs.,Midnight,350,Cash,14
2023,Qtr 1,March,18,Sandwich,60,669,Fastfood,Mr.,Evening,660,Online,11
2023,Qtr 1,March,18,Sugarcane juice,25,320,Beverages,Mrs.,Afternoon,175,Cash,7
2023,Qtr 1,March,19,Frankie,50,402,Fastfood,Mr.,Night,350,Cash,7
2023,Qtr 1,March,19,Frankie,100,1337,Fastfood,Mrs.,Evening,950,Cash,19
2023,Qtr 1,March,19,Panipuri,20,966,Fastfood,Mrs.,Morning,220,Online,11
2023,Qtr 1,March,19,Sandwich,60,148,Fastfood,Mr.,Evening,780,Online,13
2023,Qtr 1,March,19,Sandwich,60,894,Fastfood,Mr.,Morning,900,Cash,15
2023,Qtr 1,March,19,Sugarcane juice,25,137,Beverages,Mr.,Afternoon,150,Cash,6
2023,Qtr 1,March,20,Cold coffee,40,772,Beverages,Mr.,Evening,360,Cash,9
2023,Qtr 1,March,21,Aalopuri,20,302,Fastfood,Mr.,Night,280,Cash,14
2023,Qtr 1,March,21,Cold coffee,40,484,Beverages,Mrs.,Afternoon,200,Cash,5
2023,Qtr 1,March,22,Cold coffee,40,91,Beverages,Mrs.,Evening,240,Cash,6
2023,Qtr 1,March,23,Cold coffee,40,217,Beverages,Mr.,Morning,400,Cash,10
2023,Qtr 1,March,23,Panipuri,20,576,Fastfood,Mrs.,Afternoon,240,Cash,12
2023,Qtr 1,March,23,Sugarcane juice,25,224,Beverages,Mr.,Afternoon,350,Cash,14
2023,Qtr 1,March,24,Cold coffee,40,421,Beverages,Mr.,Midnight,80,Online,2
2023,Qtr 1,March,25,Aalopuri,20,787,Fastfood,Mrs.,Afternoon,40,Cash,2
2023,Qtr 1,March,25,Cold coffee,40,702,Beverages,Mrs.,Afternoon,520,Cash,13
2023,Qtr 1,March,25,Panipuri,20,156,Fastfood,Mr.,Midnight,280,Cash,14
2023,Qtr 1,March,26,Sandwich,60,221,Fastfood,Mr.,Evening,60,Online,1
2023,Qtr 1,March,26,Vadapav,20,252,Fastfood,Mr.,Midnight,160,Online,8
2023,Qtr 1,March,26,Vadapav,20,101,Fastfood,Mrs.,Morning,60,Online,3
2023,Qtr 1,March,27,Panipuri,20,432,Fastfood,Mr.,Afternoon,120,Online,6
2023,Qtr 1,March,27,Panipuri,20,590,Fastfood,Mr.,Midnight,300,Online,15
2023,Qtr 1,March,27,Panipuri,20,532,Fastfood,Mrs.,Midnight,260,Online,13
2023,Qtr 1,March,27,Sandwich,60,775,Fastfood,Mr.,Night,360,Cash,6
2023,Qtr 1,March,29,Cold coffee,40,548,Beverages,Mr.,Afternoon,560,Cash,14
2023,Qtr 1,March,29,Cold coffee,40,97,Beverages,Mr.,Evening,520,Online,13
2023,Qtr 1,March,30,Sugarcane juice,25,982,Beverages,Mrs.,Night,350,Cash,14
